,phrase,label,sentiment,subjectivity,language,count
Lesen Sie jetzt „Tödlicher Unfall,Lesen Sie jetzt „Tödlicher Unfall,MISC,,,de,1
Schwerer Zusammenstoß,Schwerer Zusammenstoß,MISC,,,de,1
Lesen Sie jetzt „Kaum Unfälle bei,Lesen Sie jetzt „Kaum Unfälle bei,MISC,,,de,1
B110,B110,MISC,-1.0,0.0,de,1
Lesen Sie jetzt „Unfall auf,Lesen Sie jetzt „Unfall auf,MISC,,,de,1
Eine kalte polare Luftmasse,Eine kalte polare Luftmasse,MISC,,,de,1
"Lesen Sie jetzt „""Das","Lesen Sie jetzt „""Das",MISC,,,de,1
Der Silvestertag,Der Silvestertag,MISC,,,de,1
Lesen Sie jetzt „Dauerfrost und Schnee – Glättegefahr,Lesen Sie jetzt „Dauerfrost und Schnee – Glättegefahr,MISC,,,de,1
Autofahrer…,Autofahrer…,MISC,,,de,1
sollten</li,sollten</li,MISC,,,de,1
Ski,Ski,MISC,0.0,0.0,de,1
Glätte-Unfällen,Glätte-Unfällen,MISC,0.0,0.0,de,1
Wer muss streuen,Wer muss streuen,MISC,,,de,1
Lesen Sie jetzt „Verkehrsunfälle wegen glatter Straßen,Lesen Sie jetzt „Verkehrsunfälle wegen glatter Straßen,MISC,,,de,1
Kälteste Weihnachtstage,Kälteste Weihnachtstage,MISC,,,de,1
Stärkster Schneefall,Stärkster Schneefall,MISC,,,de,1
Rett,Rett,MISC,,,de,1
Lesen Sie jetzt „13 Menschen bei Unfall verletzt –,Lesen Sie jetzt „13 Menschen bei Unfall verletzt –,MISC,,,de,1
Dreize…,Dreize…,MISC,,,de,1
Rettung für die Einsatzkräfte,Rettung für die Einsatzkräfte,MISC,,,de,1
Lesen Sie jetzt „Wintersturm,Lesen Sie jetzt „Wintersturm,MISC,,,de,1
Lesen Sie jetzt „Autounfall,Lesen Sie jetzt „Autounfall,MISC,,,de,1
Frost statt Wüste,Frost statt Wüste,MISC,,,de,1
Bangen um Skiurlaub,Bangen um Skiurlaub,MISC,,,de,1
Glatteis-Alarm,Glatteis-Alarm,MISC,,,de,1
Eine Kältewelle,Eine Kältewelle,MISC,,,de,1
Tag des Jahres,Tag des Jahres,MISC,,,de,1
Winterstürme,Winterstürme,MISC,,,de,1
Lesen Sie jetzt „Frostige Harz-Landschaften,Lesen Sie jetzt „Frostige Harz-Landschaften,MISC,,,de,1
Auc…,Auc…,MISC,,,de,1
Lesen Sie jetzt „Silvesternacht,Lesen Sie jetzt „Silvesternacht,MISC,,,de,1
Lesen Sie jetzt „Frostige Silvesternacht - Wo es sternenklar sein soll,Lesen Sie jetzt „Frostige Silvesternacht - Wo es sternenklar sein soll,MISC,,,de,1
Frostige Silvesternacht - Wo es sternenklar sein,Frostige Silvesternacht - Wo es sternenklar sein,MISC,,,de,1
KOMMENTAR,KOMMENTAR,MISC,,,de,1
Der Winter packt alles,Der Winter packt alles,MISC,,,de,1
Lesen Sie jetzt „Glatteis und Frost,Lesen Sie jetzt „Glatteis und Frost,MISC,,,de,1
Lesen Sie jetzt „Skibetrieb,Lesen Sie jetzt „Skibetrieb,MISC,,,de,1
Lesen Sie jetzt „Harz,Lesen Sie jetzt „Harz,MISC,,,de,1
Lesen Sie jetzt „Frost und gebietsweise,Lesen Sie jetzt „Frost und gebietsweise,MISC,,,de,1
Lesen Sie jetzt „Autofahrer aufgepasst - Glättegefahr,Lesen Sie jetzt „Autofahrer aufgepasst - Glättegefahr,MISC,,,de,1
Lesen Sie jetzt „Zahlreiche Unfälle wegen Glatteis,Lesen Sie jetzt „Zahlreiche Unfälle wegen Glatteis,MISC,,,de,1
Mensch…,Mensch…,MISC,,,de,1
Lesen Sie jetzt „Nieselregen und Frost – Wo am Sonntag Glatteis,Lesen Sie jetzt „Nieselregen und Frost – Wo am Sonntag Glatteis,MISC,,,de,1
Lesen Sie jetzt „Trotz Dauerfrost,Lesen Sie jetzt „Trotz Dauerfrost,MISC,,,de,1
Lesen Sie jetzt „Glatteis-Gefahr,Lesen Sie jetzt „Glatteis-Gefahr,MISC,,,de,1
Samstags,Samstags,MISC,,,de,1
Lesen Sie jetzt „Schneefall und Glätte behindern Verkehr,Lesen Sie jetzt „Schneefall und Glätte behindern Verkehr,MISC,,,de,1
Lesen Sie jetzt „Dutzende Unfälle bei Glätte – Polizei,Lesen Sie jetzt „Dutzende Unfälle bei Glätte – Polizei,MISC,,,de,1
Lesen Sie jetzt „Milder Tagesbeginn - Schneefall am Wochenende,Lesen Sie jetzt „Milder Tagesbeginn - Schneefall am Wochenende,MISC,,,de,1
Liveblog zum Schneesturm:,Liveblog zum Schneesturm:,MISC,,,de,1
Generation,Generation,MISC,,,de,1
Dieses Wunder,Dieses Wunder,MISC,,,de,1
Wunder in Eis und Schnee,Wunder in Eis und Schnee,MISC,,,de,1
bayerischem,bayerischem,MISC,,,de,1
Lesen Sie jetzt „Schneefall in Bayern,Lesen Sie jetzt „Schneefall in Bayern,MISC,,,de,1
Lesen Sie jetzt „Städte,Lesen Sie jetzt „Städte,MISC,,,de,1
Starker Wind,Starker Wind,MISC,,,de,1
Schneefall und Kälte,Schneefall und Kälte,MISC,,,de,1
Unterric,Unterric,MISC,,,de,1
Moia-Busse,Moia-Busse,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Notaufnahmen,Lesen Sie jetzt „Notaufnahmen,MISC,,,de,1
Mehr im Liv…,Mehr im Liv…,MISC,,,de,1
Liveblog zum Sturmtief,Liveblog zum Sturmtief,MISC,,,de,1
Thüringens Aut,Thüringens Aut,MISC,,,de,1
Lesen Sie jetzt „Unfallkrankenhaus wegen Glätte,Lesen Sie jetzt „Unfallkrankenhaus wegen Glätte,MISC,,,de,1
Frontal-Glättecrash,Frontal-Glättecrash,MISC,,,de,1
Lesen Sie jetzt „Meteorologe,Lesen Sie jetzt „Meteorologe,MISC,,,de,1
Kräftiger Schneefall,Kräftiger Schneefall,MISC,,,de,1
Lesen Sie jetzt „Schneeverwehungen erschweren Verkehr,Lesen Sie jetzt „Schneeverwehungen erschweren Verkehr,MISC,,,de,1
Sturmtiefs «Elli,Sturmtiefs «Elli,MISC,,,de,1
"Lesen Sie jetzt „Zwischenfazit zu Sturmtief ""Elli","Lesen Sie jetzt „Zwischenfazit zu Sturmtief ""Elli",MISC,,,de,1
Trotz Sturmtiefs «Elli,Trotz Sturmtiefs «Elli,MISC,,,de,1
Kinder und Jugendliche,Kinder und Jugendliche,MISC,,,de,1
Was ihr dabe…,Was ihr dabe…,MISC,,,de,1
Notfall-Rucksack,Notfall-Rucksack,MISC,,,de,1
Der Winter bremst,Der Winter bremst,MISC,,,de,1
Das Leid der einen  Kälte,Das Leid der einen  Kälte,MISC,,,de,1
Tagesspiegel-Leser,Tagesspiegel-Leser,MISC,,,de,1
Sturmtief «Elli,Sturmtief «Elli,MISC,,,de,1
Schneekanonen-Unternehmens TechnoAlpin,Schneekanonen-Unternehmens TechnoAlpin,MISC,,,de,1
Der Wintersturm «Elli,Der Wintersturm «Elli,MISC,,,de,1
Leichter Schneefall am Montagnachmittag,Leichter Schneefall am Montagnachmittag,MISC,,,de,1
Lesen Sie jetzt „Glätte und Unfälle,Lesen Sie jetzt „Glätte und Unfälle,MISC,,,de,1
Bundesliga-Vorbereitung,Bundesliga-Vorbereitung,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Neuschnee und Glätte –,Lesen Sie jetzt „Neuschnee und Glätte –,MISC,,,de,1
Lesen Sie jetzt „Kälte,Lesen Sie jetzt „Kälte,MISC,,,de,1
Lesen Sie jetzt „Das gilt bei Schnee,Lesen Sie jetzt „Das gilt bei Schnee,MISC,,,de,1
Mittw,Mittw,MISC,,,de,1
Lesen Sie jetzt „Hamburg,Lesen Sie jetzt „Hamburg,MISC,,,de,1
Hafenlogistiker HHLA,Hafenlogistiker HHLA,MISC,,,de,1
TP-Link,TP-Link,MISC,,,de,1
Smartes TP-Link-Heizkörperthermostat,Smartes TP-Link-Heizkörperthermostat,MISC,,,de,1
Winterlicher Nordwesten - Schneefall,Winterlicher Nordwesten - Schneefall,MISC,,,de,1
"Auto, Powerstation","Auto, Powerstation",MISC,,,de,1
Lesen Sie jetzt „Was sind Frost- und Eistage,Lesen Sie jetzt „Was sind Frost- und Eistage,MISC,,,de,1
Lesen Sie jetzt „Neuer Schneefall,Lesen Sie jetzt „Neuer Schneefall,MISC,,,de,1
Lesen Sie jetzt „Dauerfrost und Glatteis,Lesen Sie jetzt „Dauerfrost und Glatteis,MISC,,,de,1
Camping im Winter,Camping im Winter,MISC,,,de,1
Europacup-Kandidaten,Europacup-Kandidaten,MISC,,,de,1
Lesen Sie jetzt „Kälteeinbruch,Lesen Sie jetzt „Kälteeinbruch,MISC,,,de,1
Lesen Sie jetzt „Minusgrade und Schneefall – Winterwetter,Lesen Sie jetzt „Minusgrade und Schneefall – Winterwetter,MISC,,,de,1
Nordseek,Nordseek,MISC,,,de,1
Bus und Bahn,Bus und Bahn,MISC,,,de,1
Lesen Sie jetzt „Nabu ruft bei,Lesen Sie jetzt „Nabu ruft bei,MISC,,,de,1
Lesen Sie jetzt „Wenig Unfälle trotz Glätte –,Lesen Sie jetzt „Wenig Unfälle trotz Glätte –,MISC,,,de,1
Ein Sturmtief,Ein Sturmtief,MISC,,,de,1
Schnee und eis,Schnee und eis,MISC,,,de,1
Das Sturmtief Elli,Das Sturmtief Elli,MISC,,,de,1
Lesen Sie jetzt „Verkehr,Lesen Sie jetzt „Verkehr,MISC,,,de,1
Der strenge Frost,Der strenge Frost,MISC,,,de,1
Lesen Sie jetzt „Auf leichten Schneefall,Lesen Sie jetzt „Auf leichten Schneefall,MISC,,,de,1
Winterliches Sturmtief,Winterliches Sturmtief,MISC,,,de,1
Lesen Sie jetzt „Vorsicht wegen Schnee,Lesen Sie jetzt „Vorsicht wegen Schnee,MISC,,,de,1
Militär-H,Militär-H,MISC,,,de,1
Schock auf der Ski-Piste,Schock auf der Ski-Piste,MISC,,,de,1
Ich sitz…,Ich sitz…,MISC,,,de,1
Internet,Internet,MISC,,,de,1
Winterwetter bremst Müllabfuhr,Winterwetter bremst Müllabfuhr,MISC,,,de,1
Lesen Sie jetzt „Auch bei Eis und Schnee,Lesen Sie jetzt „Auch bei Eis und Schnee,MISC,,,de,1
Dieses Jahr,Dieses Jahr,MISC,,,de,1
Android-Apps,Android-Apps,MISC,,,de,1
Vereiste Autoscheiben nerven,Vereiste Autoscheiben nerven,MISC,,,de,1
Pauschalvertrag,Pauschalvertrag,MISC,,,de,1
NRW-Wochenende,NRW-Wochenende,MISC,,,de,1
Monatsbilanz,Monatsbilanz,MISC,,,de,1
Lesen Sie jetzt „Trotz vieler Frosttage,Lesen Sie jetzt „Trotz vieler Frosttage,MISC,,,de,1
Der richtige Winter,Der richtige Winter,MISC,,,de,1
Schneeketten und Spikes,Schneeketten und Spikes,MISC,,,de,1
Die größte Freude,Die größte Freude,MISC,,,de,1
Lesen Sie jetzt „Kretschmann,Lesen Sie jetzt „Kretschmann,MISC,,,de,1
Lesen Sie jetzt „Angebot,Lesen Sie jetzt „Angebot,MISC,,,de,1
altägyptischen,altägyptischen,MISC,,,de,1
ägyptische,ägyptische,MISC,,,de,1
Lesen Sie jetzt „Regen und Glättegefahr,Lesen Sie jetzt „Regen und Glättegefahr,MISC,,,de,1
Ski Twist,Ski Twist,MISC,,,de,1
Weltcupsieger,Weltcupsieger,MISC,,,de,1
Loipengenuss,Loipengenuss,MISC,,,de,1
Im Skiurlaub,Im Skiurlaub,MISC,,,de,1
Schneema…,Schneema…,MISC,,,de,1
Lesen Sie jetzt „Zwei Unfälle binnen Minuten – Glätte,Lesen Sie jetzt „Zwei Unfälle binnen Minuten – Glätte,MISC,,,de,1
Lesen Sie jetzt „Kaltfront,Lesen Sie jetzt „Kaltfront,MISC,,,de,1
WM in Rage,WM in Rage,MISC,,,de,1
Shiffrin,Shiffrin,MISC,,,de,1
Lesen Sie jetzt „Gefrierender Sprühregen,Lesen Sie jetzt „Gefrierender Sprühregen,MISC,,,de,1
Eine leichte Kaltfront,Eine leichte Kaltfront,MISC,,,de,1
Lesen Sie jetzt „Die Aussichten:,Lesen Sie jetzt „Die Aussichten:,MISC,,,de,1
Glatteis und frostige Nächte fü…,Glatteis und frostige Nächte fü…,MISC,,,de,1
Aut…,Aut…,MISC,,,de,1
Winterfit,Winterfit,MISC,,,de,1
Lesen Sie jetzt „Nebel und Glätte,Lesen Sie jetzt „Nebel und Glätte,MISC,,,de,1
"Lesen Sie jetzt „Kälte, Frost","Lesen Sie jetzt „Kälte, Frost",MISC,,,de,1
Lesen Sie jetzt „Sonnig,Lesen Sie jetzt „Sonnig,MISC,,,de,1
Die Woche,Die Woche,MISC,,,de,1
Schnurrbart und Skioverall,Schnurrbart und Skioverall,MISC,,,de,1
Fakt,Fakt,MISC,,,de,1
Langlaufgebieten,Langlaufgebieten,MISC,,,de,1
Lesen Sie jetzt „Glätte und Regen am Donnerstag,Lesen Sie jetzt „Glätte und Regen am Donnerstag,MISC,,,de,1
Eisregen z…,Eisregen z…,MISC,,,de,1
Wo Autofahrer,Wo Autofahrer,MISC,,,de,1
Fatbikes,Fatbikes,MISC,,,de,1
bayrischer,bayrischer,MISC,,,de,1
Eisiger Fahrtwind,Eisiger Fahrtwind,MISC,,,de,1
Alexand,Alexand,MISC,,,de,1
Trockenes Winterwetter,Trockenes Winterwetter,MISC,,,de,1
Hunderte Verkehrsunfälle,Hunderte Verkehrsunfälle,MISC,,,de,1
Schweizer S-charltal,Schweizer S-charltal,MISC,,,de,1
Lesen Sie jetzt „Glättewarnung,Lesen Sie jetzt „Glättewarnung,MISC,,,de,1
Lesen Sie jetzt „Wegen Glatteis:,Lesen Sie jetzt „Wegen Glatteis:,MISC,,,de,1
Wer am Morgen aus dem Haus,Wer am Morgen aus dem Haus,MISC,,,de,1
Lesen Sie jetzt „Rettungsdienst,Lesen Sie jetzt „Rettungsdienst,MISC,,,de,1
K3284,K3284,MISC,,,de,1
Hunderte Unfälle,Hunderte Unfälle,MISC,,,de,1
Der Winter…,Der Winter…,MISC,,,de,1
Lesen Sie jetzt „Trübes Wetter,Lesen Sie jetzt „Trübes Wetter,MISC,,,de,1
Nebelfelder i…,Nebelfelder i…,MISC,,,de,1
Tag in der Hauptstadtregion,Tag in der Hauptstadtregion,MISC,,,de,1
heiter u…,heiter u…,MISC,,,de,1
ARD-Experte,ARD-Experte,MISC,,,de,1
Ski-Star,Ski-Star,MISC,,,de,1
Unterkühlte Stimmung,Unterkühlte Stimmung,MISC,,,de,1
Emotionaler Moment,Emotionaler Moment,MISC,,,de,1
Extreme Kältewelle,Extreme Kältewelle,MISC,,,de,1
Yukigassen-Meisterschaften,Yukigassen-Meisterschaften,MISC,,,de,1
Die Wetterextreme,Die Wetterextreme,MISC,,,de,1
Gr,Gr,MISC,,,de,1
Lesen Sie jetzt „Glatteis und Nebel,Lesen Sie jetzt „Glatteis und Nebel,MISC,,,de,1
Lesen Sie jetzt „Meteorologen sagen Glätte,Lesen Sie jetzt „Meteorologen sagen Glätte,MISC,,,de,1
Lesen Sie jetzt „Nur wenig Glatteis,Lesen Sie jetzt „Nur wenig Glatteis,MISC,,,de,1
Bei eisiger Kälte,Bei eisiger Kälte,MISC,,,de,1
Universal Language,Universal Language,MISC,,,de,1
Alpine Skiweltmeisterschaften,Alpine Skiweltmeisterschaften,MISC,,,de,1
alpinen Skiweltmeisterschaften,alpinen Skiweltmeisterschaften,MISC,,,de,1
Wunder aus Eis,Wunder aus Eis,MISC,,,de,1
Valentinstags,Valentinstags,MISC,,,de,1
Lesen Sie jetzt „Weißer Zauber,Lesen Sie jetzt „Weißer Zauber,MISC,,,de,1
Unser Personal,Unser Personal,MISC,,,de,1
Eisglätte,Eisglätte,MISC,-0.2333333333333333,0.0,de,1
Ein Autofahrer verunglückt,Ein Autofahrer verunglückt,MISC,,,de,1
Platzsperren,Platzsperren,MISC,,,de,1
Der Harz,Der Harz,MISC,,,de,1
Lesen Sie jetzt „Verkehrsunfälle bei Schnee und Eis,Lesen Sie jetzt „Verkehrsunfälle bei Schnee und Eis,MISC,,,de,1
Lesen Sie jetzt „Einige Unfälle wegen Schnee,Lesen Sie jetzt „Einige Unfälle wegen Schnee,MISC,,,de,1
Der Wintereinbruch mit Schnee,Der Wintereinbruch mit Schnee,MISC,,,de,1
Vormittag be…,Vormittag be…,MISC,,,de,1
Lesen Sie jetzt „Temperaturen unter 4 Grad,Lesen Sie jetzt „Temperaturen unter 4 Grad,MISC,,,de,1
BILD Infografik14.02.2025,BILD Infografik14.02.2025,MISC,,,de,1
Video - So bremsen Sie richtig bei Glätte,Video - So bremsen Sie richtig bei Glätte,MISC,,,de,1
Heftiger Schneefall über Nacht,Heftiger Schneefall über Nacht,MISC,,,de,1
Straßenb,Straßenb,MISC,,,de,1
Lesen Sie jetzt „Es kann frostig,Lesen Sie jetzt „Es kann frostig,MISC,,,de,1
Lesen Sie jetzt „Zahlreiche Glätteunfälle,Lesen Sie jetzt „Zahlreiche Glätteunfälle,MISC,,,de,1
Die kalten Temperaturen,Die kalten Temperaturen,MISC,,,de,1
Lesen Sie jetzt „Skifahrer und Rodler,Lesen Sie jetzt „Skifahrer und Rodler,MISC,,,de,1
Wintergefühl,Wintergefühl,MISC,,,de,1
Lesen Sie jetzt „Erst frostige Nächte,Lesen Sie jetzt „Erst frostige Nächte,MISC,,,de,1
Lawinenwarner,Lawinenwarner,MISC,,,de,1
Lawinenbulletin,Lawinenbulletin,MISC,,,de,1
Tiefschnee-Fans,Tiefschnee-Fans,MISC,,,de,1
Lesen Sie jetzt „Glätte und Neuschnee,Lesen Sie jetzt „Glätte und Neuschnee,MISC,,,de,1
Lesen Sie jetzt „Glätte und winterliches Wetter,Lesen Sie jetzt „Glätte und winterliches Wetter,MISC,,,de,1
Attentat in Hanau +++ Frost,Attentat in Hanau +++ Frost,MISC,,,de,1
Euro,Euro,MISC,,,de,1
Fußballeuropameisterschaft der Frauen im Jahr 2029.Das,Fußballeuropameisterschaft der Frauen im Jahr 2029.Das,MISC,,,de,1
Sonniges Winterwetter,Sonniges Winterwetter,MISC,,,de,1
Lesen Sie jetzt „Diakonie,Lesen Sie jetzt „Diakonie,MISC,,,de,1
Autofahrer brauc…,Autofahrer brauc…,MISC,,,de,1
Lesen Sie jetzt „Schwerverletzte bei Unfällen nach Schneefall auf A6,Lesen Sie jetzt „Schwerverletzte bei Unfällen nach Schneefall auf A6,MISC,,,de,1
Märchen,Märchen,MISC,,,de,1
Berliner Verkehrsbetri,Berliner Verkehrsbetri,MISC,,,de,1
Endlich Schnee!,Endlich Schnee!,MISC,,,de,1
Frost statt Frühling,Frost statt Frühling,MISC,,,de,1
niedersächsischen,niedersächsischen,MISC,,,de,1
Wer am Morgen,Wer am Morgen,MISC,,,de,1
Lesen Sie jetzt „Glätte und Wind,Lesen Sie jetzt „Glätte und Wind,MISC,,,de,1
Lesen Sie jetzt „Wetterdienst: Schneefall,Lesen Sie jetzt „Wetterdienst: Schneefall,MISC,,,de,1
alpinen Para-Ski-WM,alpinen Para-Ski-WM,MISC,,,de,1
Frostiges Wochenende,Frostiges Wochenende,MISC,,,de,1
Eines Weltvergleichs,Eines Weltvergleichs,MISC,,,de,1
Rekordschneefällen,Rekordschneefällen,MISC,,,de,1
Lesen Sie jetzt „Mehr Heidelbeeren,Lesen Sie jetzt „Mehr Heidelbeeren,MISC,,,de,1
Glatteis im Rems-Murr-Kreis - Auto,Glatteis im Rems-Murr-Kreis - Auto,MISC,,,de,1
Lesen Sie jetzt „Erneut glatte Straßen in,Lesen Sie jetzt „Erneut glatte Straßen in,MISC,,,de,1
Der Große Feldberg,Der Große Feldberg,MISC,,,de,1
Schneefa,Schneefa,MISC,,,de,1
Lesen Sie jetzt „Leichter Schneefall,Lesen Sie jetzt „Leichter Schneefall,MISC,,,de,1
Mittwochabend bis Donnerstagvormittag,Mittwochabend bis Donnerstagvormittag,MISC,,,de,1
Ein unbeständiger Mittwoch,Ein unbeständiger Mittwoch,MISC,,,de,1
Donnerstag Schnee,Donnerstag Schnee,MISC,,,de,1
Frostiges Winterwetter,Frostiges Winterwetter,MISC,0.0,0.1111111111111111,de,1
Die Mitte der Woche,Die Mitte der Woche,MISC,,,de,1
Lesen Sie jetzt „Tief,Lesen Sie jetzt „Tief,MISC,,,de,1
Schnee au…,Schnee au…,MISC,,,de,1
BSR-Streik,BSR-Streik,MISC,,,de,1
niederösterreichischen,niederösterreichischen,MISC,,,de,1
Tag über st… [+854 chars,Tag über st… [+854 chars,MISC,,,de,1
Tag über st…,Tag über st…,MISC,,,de,1
Der Regen,Der Regen,MISC,,,de,1
Lesen Sie jetzt „Kleinere Verkehrsunfälle nach Schneefall in Norddeutschland,Lesen Sie jetzt „Kleinere Verkehrsunfälle nach Schneefall in Norddeutschland,MISC,,,de,1
Aufpass,Aufpass,MISC,,,de,1
Lesen Sie jetzt „Mehrere Unfälle nach,Lesen Sie jetzt „Mehrere Unfälle nach,MISC,,,de,1
Videos,Videos,MISC,,,de,1
BILD-Liveticker,BILD-Liveticker,MISC,,,de,1
Auf eisgla…,Auf eisgla…,MISC,,,de,1
Höch,Höch,MISC,,,de,1
Lesen Sie jetzt „Fraport,Lesen Sie jetzt „Fraport,MISC,,,de,1
Lesen Sie jetzt „Kleineres Hochwasser im Saarland,Lesen Sie jetzt „Kleineres Hochwasser im Saarland,MISC,,,de,1
Lesen Sie jetzt „Schnee und Frost,Lesen Sie jetzt „Schnee und Frost,MISC,,,de,1
Glatteisgefahr,Glatteisgefahr,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Warmfront,Lesen Sie jetzt „Warmfront,MISC,,,de,1
Jahr für Jahr vor den typischen Herausforderungen,Jahr für Jahr vor den typischen Herausforderungen,MISC,,,de,1
Deuts…,Deuts…,MISC,,,de,1
Sonntagvormittag Obacht,Sonntagvormittag Obacht,MISC,,,de,1
Lesen Sie jetzt „Glätte in ganz Deutschland,Lesen Sie jetzt „Glätte in ganz Deutschland,MISC,,,de,1
Der einsetzende Schneefall und Glätte,Der einsetzende Schneefall und Glätte,MISC,,,de,1
Lesen Sie jetzt „Zahlreiche Unfälle nach Schneefall,Lesen Sie jetzt „Zahlreiche Unfälle nach Schneefall,MISC,,,de,1
stern+statt,stern+statt,MISC,,,de,1
Stern plusZugang,Stern plusZugang,MISC,,,de,1
Vereiste Fahrbahnen,Vereiste Fahrbahnen,MISC,,,de,1
Chaos durch gefrierenden Regen,Chaos durch gefrierenden Regen,MISC,,,de,1
Deutschen Kopiere,Deutschen Kopiere,MISC,,,de,1
Lesen Sie jetzt „Innenministerium,Lesen Sie jetzt „Innenministerium,MISC,,,de,1
Lesen Sie jetzt „Vorsicht auf Sachsens Straßen,Lesen Sie jetzt „Vorsicht auf Sachsens Straßen,MISC,,,de,1
Lesen Sie jetzt „Kleintransporter,Lesen Sie jetzt „Kleintransporter,MISC,,,de,1
Lesen Sie jetzt „An Unfallstelle:,Lesen Sie jetzt „An Unfallstelle:,MISC,,,de,1
Lesen Sie jetzt „Warnung vor Glatteis,Lesen Sie jetzt „Warnung vor Glatteis,MISC,,,de,1
Die Wetterlage,Die Wetterlage,MISC,,,de,1
Bei glatter Straße,Bei glatter Straße,MISC,,,de,1
N…,N…,MISC,,,de,1
Die Warnungen,Die Warnungen,MISC,,,de,1
In der Nacht,In der Nacht,MISC,,,de,1
Sonntagnachmittag,Sonntagnachmittag,MISC,,,de,1
Verschneites Wetter,Verschneites Wetter,MISC,,,de,1
Jännerralley,Jännerralley,MISC,,,de,1
Erleben Sie den Zauber von Eis,Erleben Sie den Zauber von Eis,MISC,,,de,1
Charming Ice and Snow,Charming Ice and Snow,MISC,0.0,0.0,de,1
Montag sol…,Montag sol…,MISC,,,de,1
Lesen Sie jetzt „Dicker Eispanzer,Lesen Sie jetzt „Dicker Eispanzer,MISC,,,de,1
Björ… 30 Grad Temperatur-Unterschied,Björ… 30 Grad Temperatur-Unterschied,MISC,,,de,1
Lesen Sie jetzt „Streifenwagen,Lesen Sie jetzt „Streifenwagen,MISC,,,de,1
Ein Räumfahrzeug,Ein Räumfahrzeug,MISC,,,de,1
So schützen Sie Ihr Haus und Auto,So schützen Sie Ihr Haus und Auto,MISC,,,de,1
DWD-Meteorologen,DWD-Meteorologen,MISC,,,de,1
Lesen Sie jetzt „Glatteis auf Bayerns Straßen,Lesen Sie jetzt „Glatteis auf Bayerns Straßen,MISC,,,de,1
Nass-trübe Weihnachten,Nass-trübe Weihnachten,MISC,,,de,1
Fo…,Fo…,MISC,,,de,1
Deutsche W…,Deutsche W…,MISC,,,de,1
Wetter am Wochenende,Wetter am Wochenende,MISC,,,de,1
Blondes Doppel im,Blondes Doppel im,MISC,,,de,1
Lesen Sie jetzt „Leise rieselt der Schnee,Lesen Sie jetzt „Leise rieselt der Schnee,MISC,,,de,1
Der Traum von der weißen Weihnacht,Der Traum von der weißen Weihnacht,MISC,,,de,1
Schnee an Heiligabend,Schnee an Heiligabend,MISC,,,de,1
nordkoreanischer,nordkoreanischer,MISC,,,de,1
ukrainischer,ukrainischer,MISC,,,de,1
Lesen Sie jetzt „Zu schnell bei Glätte – Autofahrerin,Lesen Sie jetzt „Zu schnell bei Glätte – Autofahrerin,MISC,,,de,1
Pessim,Pessim,MISC,,,de,1
bayerischen,bayerischen,MISC,,,de,1
Fünf junge Leute,Fünf junge Leute,MISC,,,de,1
Ein Auto,Ein Auto,MISC,,,de,1
Frostiges Wetter,Frostiges Wetter,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Frostiger Start,Lesen Sie jetzt „Frostiger Start,MISC,,,de,1
Das neue Jahr 2025,Das neue Jahr 2025,MISC,,,de,1
Autofahrer Tipps,Autofahrer Tipps,MISC,,,de,1
ostdeutscher,ostdeutscher,MISC,,,de,1
Wetter im Ticker - Schnee,Wetter im Ticker - Schnee,MISC,,,de,1
X,X,MISC,,,de,1
oberfränkische,oberfränkische,MISC,,,de,1
Deutscher Wetterdienst: Schneeschauer,Deutscher Wetterdienst: Schneeschauer,MISC,,,de,1
Lesen Sie jetzt „Schneeschauer,Lesen Sie jetzt „Schneeschauer,MISC,,,de,1
Schicksalsberg der Deutschen,Schicksalsberg der Deutschen,MISC,,,de,1
Das Wetter in Sachsen,Das Wetter in Sachsen,MISC,,,de,1
Lesen Sie jetzt „Wind,Lesen Sie jetzt „Wind,MISC,,,de,1
Der Winter ke…,Der Winter ke…,MISC,,,de,1
Glatteis-Unfälle,Glatteis-Unfälle,MISC,,,de,1
Ein Traum in Weiß!,Ein Traum in Weiß!,MISC,,,de,1
911 Dakar,911 Dakar,MISC,,,de,1
Nervt am Morgen - Was,Nervt am Morgen - Was,MISC,,,de,1
Nacht von Samstag,Nacht von Samstag,MISC,,,de,1
Streufahrzug,Streufahrzug,MISC,,,de,1
Wintersport-Fans,Wintersport-Fans,MISC,0.0,0.0,de,1
Lesen Sie jetzt „Bis 60 Zentimeter Schnee - Run,Lesen Sie jetzt „Bis 60 Zentimeter Schnee - Run,MISC,,,de,1
Glätteunfal,Glätteunfal,MISC,,,de,1
Land Rover,Land Rover,MISC,,,de,1
Slalom-Weltcup,Slalom-Weltcup,MISC,,,de,1
Zogen,Zogen,MISC,,,de,1
Lesen Sie jetzt „Ruhiges Winterwetter - nachts Dauerfrost,Lesen Sie jetzt „Ruhiges Winterwetter - nachts Dauerfrost,MISC,,,de,1
"Lesen Sie jetzt „Frost, Sonne und Wolken","Lesen Sie jetzt „Frost, Sonne und Wolken",MISC,,,de,1
"Lesen Sie jetzt „Hoch ""Beate","Lesen Sie jetzt „Hoch ""Beate",MISC,,,de,1
